t_s,t_days,phi_L_rad,phi_L_deg,varpi_io_rad,varpi_eu_rad,varpi_ga_rad,kappa_io,kappa_eu,kappa_ga,x_io,y_io,x_eu,y_eu,x_ga,y_ga
553200.0,6.402777777777778,3.1364335980657385,179.70440789219802,1.5194049338108143e-07,4.7587319028548425e-08,1.480720663325715e-08,6.686808403824423e-09,4.204473818389636e-09,2.6338564645043287e-09,311281515.58514285,284369372.0252824,218302790.08121198,-634066470.722231,845167237.5602618,-656931807.0322208
553500.0,6.40625,3.136414867982875,179.70333473750003,1.5202296986167487e-07,4.7613171845202485e-08,1.4815236878206736e-08,6.686829854511002e-09,4.2044691865465614e-09,2.6338570770362032e-09,307748727.7062192,288186842.3132481,222199260.9585293,-632712456.0333121,847166248.6844147,-654351438.3030944
553800.0,6.409722222222222,3.1363962703217725,179.70226917001003,1.5210544700894097e-07,4.763902458121498e-08,1.4823267128199876e-08,6.686850963442428e-09,4.204464436679498e-09,2.633857695223699e-09,304169118.806002,291960468.2752745,226087330.04155895,-631334519.6561352,849157380.9738947,-651764987.6071879
554100.0,6.413194444444445,3.1363778048113673,179.70121117419725,1.5218792481209205e-07,4.766487723470668e-08,1.4831297383254456e-08,6.686871726973072e-09,4.204459568848304e-09,2.6338583190203247e-09,300543233.02376515,295689675.3624286,229966850.39030164,-629932713.8122572,851140615.9297647,-649172479.0171721
554400.0,6.416666666666667,3.1363594711661964,179.70016073370587,1.5227040326023023e-07,4.7690729803799495e-08,1.4839327643388103e-08,6.686892141506038e-09,4.204454583114962e-09,2.633858948379347e-09,296871621.55740666,299373895.779482,233837675.3904006,-628507091.6271381,853115935.1267755,-646573936.6617435
554700.0,6.420138888888889,3.1363412690865635,179.69911783136453,1.5235288234234894e-07,4.771658228661644e-08,1.4847357908618192e-08,6.686912203493827e-09,4.204449479543535e-09,2.6338595832538076e-09,293154842.57960284,303012568.57183707,237699658.75871626,-627057707.1281033,855083320.2135326,-643969384.7253968
555000.0,6.423611111111111,3.1363231982587054,179.69808244919597,1.5243536204733442e-07,4.7742434681281746e-08,1.4855388178961843e-08,6.686931909439022e-09,4.204444258200122e-09,2.633860223596537e-09,289393461.1528862,306605139.71141046,241552654.5488884,-625584615.2422681,857042752.9126638,-641358847.4481957
555300.0,6.427083333333333,3.136305258354975,179.69705456842732,1.525178423639673e-07,4.7768286985920834e-08,1.486341845443592e-08,6.686951255894937e-09,4.204438919152803e-09,2.6338608693601636e-09,285588049.1436611,310151062.18146294,245396517.15688464,-624087871.7944317,858994215.020986,-638742349.125545
555600.0,6.430555555555555,3.1362874490340147,179.6960341695003,1.5260032328092428e-07,4.77941391986604e-08,1.4871448735057038e-08,6.686970239466287e-09,4.204433462471603e-09,2.6338615204971297e-09,281739185.1351695,313649796.06036013,249231101.32653618,-622567533.5049337,860937688.4096698,-636119914.1079608
555900.0,6.434027777777778,3.1362697699409345,179.69502123208122,1.526828047867796e-07,4.781999131762843e-08,1.4879479020841553e-08,6.686988856809806e-09,4.204427888228434e-09,2.6338621769597e-09,277847454.3394211,317100808.60425246,253056262.15505958,-621023657.9874783,862873155.0244054,-633491566.800841
556200.0,6.4375,3.136252220707502,179.69401573507182,1.5276528687000674e-07,4.784584334095423e-08,1.4887509311805571e-08,6.687007104634895e-09,4.204422196497052e-09,2.633862838699971e-09,273913448.5080999,320503574.3286608,256871855.09856483,-619456303.7469227,864800596.8855658,-630857331.6642343
556500.0,6.440972222222222,3.136234800952322,179.69301765661987,1.5284776951898008e-07,4.787169526676847e-08,1.4895539607964949e-08,6.6870249797042356e-09,4.204416387353008e-09,2.6338635056698823e-09,269937765.84246206,323857575.08895516,260677735.9775498,-617865530.1770334,866719996.0883709,-628217233.2126105
556800.0,6.444444444444445,3.1362175102810266,179.6920269741297,1.5293025272197652e-07,4.7897547093203225e-08,1.4903569909335288e-08,6.68704247883442e-09,4.204410460873595e-09,2.6338641778212214e-09,265921010.9022382,327162300.1597136,264473760.98238012,-616251397.5582068,868631334.80305,-625571296.0146289
557100.0,6.447916666666667,3.1362003482864704,179.6910436642736,1.5301273646717723e-07,4.7923398818391984e-08,1.4911600215931942e-08,6.687059598896528e-09,4.204404417137807e-09,2.6338648551056347e-09,261863794.51355436,330417246.3129495,268259786.6787548,-614613967.055156,870534595.2750036,-622919544.6929059
557400.0,6.451388888888889,3.136183314548915,179.69006770300234,1.5309522074266924e-07,4.7949250440469714e-08,1.4919630527770012e-08,6.687076336816737e-09,4.204398256226282e-09,2.633865537474634e-09,257766733.67588553,333621917.8951937,272035670.0131573,-612953300.7145654,872429759.8249642,-620262003.9237841
557700.0,6.454861111111111,3.1361664086362335,179.68909906555686,1.5317770553644726e-07,4.7975101957572865e-08,1.492766084486435e-08,6.68709268957691e-09,4.204391978221255e-09,2.633866224879597e-09,253630451.46805596,336775826.9034214,275801268.3182918,-611269461.4627094,874316810.8491572,-617598698.437099
558000.0,6.458333333333333,3.136149630104109,179.6881377264797,1.5326019083641537e-07,4.8000953367839425e-08,1.493569116722957e-08,6.687108654215146e-09,4.204385583206505e-09,2.63386691727178e-09,249455576.95330107,339878493.05980974,279556439.31850404,-609562513.1030394,876195730.8194607,-614929653.0159456
558300.0,6.461805555555555,3.136132978496229,179.68718365962607,1.5334267663038877e-07,4.802680466940894e-08,1.4943721494880017e-08,6.687124227826369e-09,4.2043790712673066e-09,2.633867614602319e-09,245242745.083405,342929443.8853161,283301041.1351879,-607832520.313736,878066502.2835637,-612254892.496446
558600.0,6.465277777777778,3.1361164533444956,179.68623683817594,1.534251629060956e-07,4.8052655860422546e-08,1.495175182782981e-08,6.687139407562857e-09,4.204372442490381e-09,2.63386831682223e-09,240992596.60192877,345928214.77206415,287034932.2921753,-606079548.645228,879929107.8651248,-609574441.7675145
558900.0,6.46875,3.1361000541692325,179.68529723464587,1.5350764965117863e-07,4.8078506939023e-08,1.495978216609281e-08,6.687154190634806e-09,4.204365696963837e-09,2.6338690238824205e-09,236705777.94654408,348874349.0545276,290757971.72111124,-604303664.5176787,881783530.2639291,-606888325.7706233
559200.0,6.472222222222222,3.136083780479387,179.68436482090064,1.5359013685319718e-07,4.810435790335471e-08,1.496781250968264e-08,6.687168574310843e-09,4.204358834777127e-09,2.6338697357336818e-09,232382941.1504873,351767398.0794993,294470018.766813,-602504935.2184384,883629752.2560459,-604196569.4995683
559500.0,6.475694444444445,3.136067631772746,179.68343956816548,1.5367262449962883e-07,4.813020875156378e-08,1.4975842858612672e-08,6.687182555918564e-09,4.204351856020989e-09,2.6338704523266976e-09,228024743.74314922,354606921.2748359,298170933.1926127,-600683428.8994638,885467756.6939836,-601499198.0002332
559800.0,6.479166666666667,3.1360516075361513,179.6825214470387,1.5375511257787134e-07,4.8156059481798005e-08,1.4983873212896037e-08,6.687196132845037e-09,4.204344760787403e-09,2.633871173612045e-09,223631848.64981577,357392486.2169657,301860575.1856842,-598839214.5747042,887297526.5068448,-598796236.3703535
560100.0,6.482638888888889,3.136035707245709,179.6816104275033,1.538376010752444e-07,4.818191009220694e-08,1.4991903572545626e-08,6.6872093025372974e-09,4.204337549169523e-09,2.6338718995401913e-09,219204924.09057474,360123668.697151,305538805.3623531,-596972362.117456,889119044.7004814,-596087709.7592813
560400.0,6.486111111111111,3.13601993036701,179.68070647894,1.5392008997899162e-07,4.8207760580941895e-08,1.4999933937574086e-08,6.687222062502854e-09,4.20433022126164e-09,2.6338726300614964e-09,214744643.47840488,362800052.7864928,309205484.7733902,-595082942.2576824,890932294.3576479,-593373643.3677479
560700.0,6.489583333333333,3.136004276355358,179.67980957013987,1.540025792762823e-07,4.823361094615599e-08,1.5007964307993822e-08,6.687234410310152e-09,4.204322777159119e-09,2.633873365126211e-09,210251685.31646192,365421230.89966893,312860474.90928805,-593171026.5793024,892737258.6381545,-590654062.447627
561000.0,6.493055555555555,3.1359887446559753,179.67891966931657,1.5408506895421343e-07,4.825946118600415e-08,1.5015994683817e-08,6.687246343589058e-09,4.204315216958344e-09,2.6338741046844774e-09,205726733.09457865,367986803.8573944,316503637.7055206,-591236687.5174453,894533920.7790185,-587928992.3016968
561300.0,6.496527777777778,3.1359733347042464,179.67803674412002,1.5416755899981143e-07,4.8285311298643166e-08,1.5024025065055546e-08,6.687257860031306e-09,4.2043075407566764e-09,2.633874848686323e-09,201170475.18499392,370496380.9475957,320134835.547785,-589279998.3556746,896322264.094617,-585198458.2834032
561600.0,6.5,3.1359580459259266,179.6771607616484,1.5425004940003425e-07,4.831116128223171e-08,1.503205545172115e-08,6.6872689573909525e-09,4.204299748652386e-09,2.6338755970816653e-09,196583604.7373271,372949579.9852877,323753931.27722675,-587301033.2231778,898102271.9768362,-582462485.7966201
561900.0,6.503472222222222,3.135942877737387,179.6762916884622,1.543325401417732e-07,4.833701113493035e-08,1.5040085843825265e-08,6.687279633484809e-09,4.2042918407446045e-09,2.6338763498203013e-09,191966819.57281435,375346027.3711451,327360788.19564617,-585299867.0919251,899873927.8952221,-579721100.2954117
562200.0,6.506944444444445,3.1359278295458326,179.67542949059683,1.5441503121185496e-07,4.8362860854901575e-08,1.5048116241379105e-08,6.687289886192878e-09,4.204283817133273e-09,2.6338771068519104e-09,187320822.0778227,377685358.14875835,330955270.0706876,-583276575.773796,901637215.3971293,-576974327.2837929
562500.0,6.510416666666667,3.1359129007495445,179.6745741335763,1.5449752259704348e-07,4.838871044030984e-08,1.5056146644393648e-08,6.687299713458756e-09,4.204275677919081e-09,2.633877868126046e-09,182646319.0966584,379967216.0605658,334537241.1410104,-581231235.9176724,903392118.1078697,-574222192.3154892
562800.0,6.513888888888889,3.1358980907381087,179.6737255824265,1.5458001428404196e-07,4.8414559889321566e-08,1.506417705287964e-08,6.687309113290042e-09,4.2042674232034154e-09,2.6338786335921314e-09,177944021.82368672,382191253.6024526,338106566.12144154,-579163925.0065019,905138619.73086,-571464720.9936976
563100.0,6.517361111111111,3.1358833988926573,179.67288380168887,1.5466250625949486e-07,4.8440409200105185e-08,1.507220746684759e-08,6.687318083758738e-09,4.204259053088307e-09,2.633879403199459e-09,173214645.69477838,384357132.0770077,341663110.20810956,-577074721.3543274,906876704.0477681,-568701938.9708457
563400.0,6.520833333333333,3.135868824586101,179.67204875543388,1.5474499850998993e-07,4.8466258370831145e-08,1.5080237886307773e-08,6.68732662300163e-09,4.204250567676369e-09,2.6338801768971814e-09,168458910.27810138,386464521.645432,345206739.0835602,-574963704.1032867,908606354.9186599,-565933871.948351
563700.0,6.524305555555555,3.135854367183379,179.67122040727517,1.5482749102206015e-07,4.849210739967195e-08,1.508826831127024e-08,6.687334729220647e-09,4.204241967070751e-09,2.633880954634306e-09,163677539.1642734,388513101.3780871,348737318.9218527,-572830953.2205786,910327556.2821442,-563160545.6763792
564000.0,6.527777777777778,3.1358400260416914,179.67039872038308,1.5490998378218577e-07,4.851795628480217e-08,1.5096298741744804e-08,6.6873424006832385e-09,4.2042332513750784e-09,2.6338817363596893e-09,158871259.85589278,390502559.30367875,352254716.39363736,-570676549.4953992,912040292.1555175,-560381985.9536031
564300.0,6.53125,3.1358258005107533,179.669583657499,1.5499247677679634e-07,4.854380502439847e-08,1.5104329177741046e-08,6.687349635722719e-09,4.204224420693397e-09,2.6338825220220303e-09,154040803.6564645,392432592.45706654,355758798.6712133,-568500574.5358467,913744546.634908,-557598218.6269604
564600.0,6.534722222222222,3.135811689933032,179.66877518094907,1.5507496999227276e-07,4.856965361663961e-08,1.511235961926832e-08,6.687356432738602e-09,4.204215475130119e-09,2.6338833115698627e-09,149186905.558739,394302906.92569184,359249433.4335676,-566303110.7657938,915440303.895418,-554809269.591411
564900.0,6.538194444444445,3.135797693644,179.6679732526587,1.5515746341494935e-07,4.859550205970651e-08,1.5120390066335754e-08,6.687362790196925e-09,4.204206414789968e-09,2.633884104951549e-09,144310304.1324806,396113217.89461774,362726488.8713935,-564084241.4217303,917127548.1912676,-552015164.7896944
565200.0,6.541666666666667,3.1357838109723843,179.66717783416675,1.5523995703111587e-07,4.8621350351782234e-08,1.5128420518952238e-08,6.68736870663058e-09,4.204197239777927e-09,2.6338849021152707e-09,139411741.41168302,397863249.6901726,366189833.69209015,-561844050.5495741,918806263.8559346,-549215930.2120864
565500.0,6.545138888888889,3.1357700412404146,179.66638888663985,1.5532245082701958e-07,4.8647198491052014e-08,1.5136450977126447e-08,6.687374180639608e-09,4.204187950199174e-09,2.633885703009021e-09,134491962.78124958,399552735.8221916,369639337.124741,-559582623.0014516,920476435.3022968,-546411591.8961552
565800.0,6.548611111111111,3.135756383764077,179.66560637088693,1.5540494478886737e-07,4.867304647570328e-08,1.5144481440866823e-08,6.687379210891483e-09,4.204178546159043e-09,2.6338865075805975e-09,129551716.8631557,401181419.024849,373074868.9250728,-557300044.4324474,922138047.0227706,-543602175.9265177
566100.0,6.552083333333333,3.135742837853371,179.6648302473738,1.554874389028278e-07,4.869889430392569e-08,1.5152511910181583e-08,6.6873837961214184e-09,4.204169027762948e-09,2.633887315777589e-09,124591755.4021108,402749051.29607457,376496299.3803935,-554996401.2973233,923791083.5894521,-540787708.4345949
566400.0,6.555555555555555,3.1357294028125624,179.6640604762379,1.5556993315503324e-07,4.8724741973911106e-08,1.5160542385078716e-08,6.68738793513262e-09,4.204159395116351e-09,2.6338881275473727e-09,119612833.15073822,404255393.9355482,379903499.3145102,-552671780.8472072,925435529.6542541,-537968215.5983671
566700.0,6.559027777777778,3.1357160779404376,179.66329701730257,1.5565242753158193e-07,4.8750589483853663e-08,1.516857286556599e-08,6.687391626796547e-09,4.2041496483246934e-09,2.6338889428370977e-09,114615707.75429004,405700217.58126724,383296340.0926257,-550326271.1262509,927071369.9490445,-535143723.64212865
567000.0,6.5625,3.1357028625305716,179.66253983009273,1.557349220185401e-07,4.877643683194975e-08,1.517660335165095e-08,6.687394870053164e-09,4.204139787493344e-09,2.63388976159368e-09,109601139.63491522,407083302.24467963,386674693.6262139,-547959960.9682587,928698589.2857835,-532314258.83624244
567300.0,6.565972222222222,3.1356897558715753,179.6617888738487,1.558174166019441e-07,4.880228401639805e-08,1.518463384334091e-08,6.6873976639111885e-09,4.204129812727552e-09,2.6338905837637896e-09,104569891.87549885,408404437.3443784,390038432.37787485,-545572939.9932858,930317172.5566597,-529479847.49689394
567600.0,6.569444444444445,3.135676757247369,179.6610441075422,1.5589991126780255e-07,4.882813103539954e-08,1.5192664340642976e-08,6.687400007448286e-09,4.204119724132387e-09,2.633891409293842e-09,99522730.10309054,409663421.7383517,393387429.3661673,-543165298.6042054,931927104.7342257,-526640515.9858449
567900.0,6.572916666666667,3.135663865937434,179.66030548989053,1.559824060020984e-07,4.885397788715753e-08,1.5200694843564016e-08,6.687401899811318e-09,4.204109521812691e-09,2.6338922381299845e-09,94460422.37193999,410860063.7547834,396721558.17042047,-540737127.9832486,933528370.8715327,-523796290.71018654
568200.0,6.576388888888889,3.1356510812170857,179.65957297937234,1.5606490079079115e-07,4.887982456987765e-08,1.5208725352110685e-08,6.687403340216528e-09,4.204099205873021e-09,2.633893070218087e-09,89383739.04615784,411994181.22139966,400040692.9355236,-538288520.0885123,935120956.1022646,-520947198.1220925
568500.0,6.579861111111111,3.135638402357733,179.6588465342424,1.561473956198189e-07,4.890567108176788e-08,1.5216755866289415e-08,6.687404327949727e-09,4.204088776417605e-09,2.633893905503733e-09,84293452.6820202,413065601.4933563,403344708.3766938,-535819567.65043867,936704845.6408715,-518093264.7185714
568800.0,6.583333333333333,3.1356258286271466,179.65812611254705,1.562298904751006e-07,4.8931517421038584e-08,1.522478638610642e-08,6.687404862366483e-09,4.204078233550285e-09,2.6338947439322015e-09,79190337.90993485,414074161.47966325,406633479.78422135,-533330364.1682654,938280024.7827018,-515234517.0412192
569100.0,6.586805555555555,3.1356133592897244,179.65741167213943,1.5631238534253816e-07,4.895736358590249e-08,1.523281691156769e-08,6.6874049428922874e-09,4.204067577374466e-09,2.6338955854484616e-09,74075171.3160876,415019707.66814154,409906883.0281935,-530821003.90644616,939846478.9041345,-512370981.6759706
569400.0,6.590277777777778,3.1356009936067615,179.65670317069487,1.563948802080186e-07,4.898320957457472e-08,1.5240847442678994e-08,6.68740456902271e-09,4.204056807993071e-09,2.6338964299971564e-09,68948731.32378723,415902096.14890885,413164794.56319463,-528291581.8910426,941404193.4627095,-509502685.2528511
569700.0,6.59375,3.1355887308367176,179.6560005657262,1.5647737505741617e-07,4.9009055385272824e-08,1.524887797944589e-08,6.687403740323541e-09,4.204045925508489e-09,2.6338972775225933e-09,63811798.07452719,416721192.63639057,416407091.4329846,-525742193.9060867,942953153.9972583,-506629654.4457276
570000.0,6.597222222222222,3.135576570235491,179.6553038145996,1.5655986987659463e-07,4.9034901016216764e-08,1.5256908521873707e-08,6.687402456430929e-09,4.204034930022527e-09,2.6338981279687318e-09,58665153.30878274,417476872.48985183,419633651.27515393,-523172936.4899152,944493346.1280335,-503751915.9720593
570300.0,6.600694444444445,3.1355645110566854,179.65461287454963,1.5664236465140934e-07,4.906074646562894e-08,1.5264939069967564e-08,6.687400717051494e-09,4.204023821636366e-09,2.6338989812791655e-09,53509580.24656198,418169020.7324486,422844352.3257556,-520583906.93147457,946024755.5568373,-500869496.59264827
570600.0,6.604166666666667,3.135552552551884,179.65392770269523,1.5672485936770946e-07,4.90865917317342e-08,1.5272969623732355e-08,6.687398521962448e-09,4.20401260045051e-09,2.6338998373971173e-09,48345863.46772922,418797532.0687935,426039073.4239145,-517975203.26659805,947547368.0671496,-497982423.1113892
570900.0,6.607638888888889,3.1355406939709223,179.6532482560551,1.568073540113401e-07,4.9112436812759873e-08,1.528100018317276e-08,6.687395871011693e-09,4.204001266564743e-09,2.6339006962654226e-09,43174788.79211941,419362310.90103495,429217694.0164123,-515346924.2742542,949061169.5242553,-495090722.37501955
571200.0,6.611111111111111,3.13552893456216,179.65257449156346,1.5688984856814455e-07,4.913828170693575e-08,1.528903074829324e-08,6.687392764117892e-09,4.2039898200780855e-09,2.633901557826513e-09,37997143.15946217,419863271.34344625,432380094.1622498,-512699169.4727669,950566145.8753704,-492194421.2728684
571500.0,6.614583333333333,3.1355172735727557,179.65190636608563,1.5697234302396644e-07,4.9164126412494116e-08,1.5297061319098035e-08,6.6873892012705665e-09,4.2039782610887545e-09,2.633902422022411e-09,32813714.509134002,420300337.2355224,435526154.53718466,-510032039.1160076,952062283.1497684,-489293546.73660564
571800.0,6.618055555555555,3.1355057102489425,179.651243836434,1.5705483736465188e-07,4.918997092766976e-08,1.5305091895591172e-08,6.687385182530139e-09,4.203966589694114e-09,2.6339032887947095e-09,27625291.65975752,420673442.153583,438655756.43824595,-507345634.1895603,953549567.4589041,-486388125.73999095
572100.0,6.621527777777778,3.135494243836307,179.65058685938385,1.5713733157605172e-07,4.921581525069998e-08,1.5313122477776457e-08,6.687380708028005e-09,4.203954805990642e-09,2.633904158084562e-09,22432664.188666243,420982529.4208791,441768781.78822386,-504640056.40685713,955027984.9965395,-483478185.29862165
572400.0,6.625,3.135482873580056,179.64993539168867,1.5721982564402372e-07,4.9241659379824614e-08,1.5321153065657482e-08,6.687375777966551e-09,4.203942910073888e-09,2.6339050298326705e-09,17236622.31125374,421227552.11620307,444865113.14013577,-501915408.2052882,956497522.0388653,-480563752.46968114
572700.0,6.628472222222222,3.1354715987253003,179.64928939009656,1.573023195544347e-07,4.926750331328602e-08,1.532918365923762e-08,6.687370392619203e-09,4.20393090203844e-09,2.6339059039792677e-09,12037956.760225859,421408473.0809987,447944633.6816674,-499171792.7422824,957958164.9446254,-477644854.3516861
573000.0,6.631944444444445,3.1354604185173294,179.64864881136572,1.5738481329316272e-07,4.929334704932912e-08,1.5337214258520023e-08,6.687364552330432e-09,4.2039187819778815e-09,2.6339067804641085e-09,6837458.66477475,421525264.9249725,451007227.2395895,-496409313.89136237,959409900.1552372,-474721518.0842345
573300.0,6.635416666666667,3.1354493322018886,179.6480136122806,1.5746730684609937e-07,4.9319190586201394e-08,1.5345244863507633e-08,6.687358257515767e-09,4.203906549984763e-09,2.6339076592264538e-09,1635919.4296935163,421577910.03020346,454052778.28415,-493628076.23817104,960852714.1949141,-471793770.84775186
573600.0,6.638888888888889,3.135438339025457,179.64738374966765,1.5754980019915187e-07,4.9345033922152895e-08,1.535327547420317e-08,6.687351508661775e-09,4.20389420615057e-09,2.6339085402050587e-09,-3565869.385549808,421566400.55375224,457081171.9334404,-490828185.0764719,962286593.6707854,-468861639.86323845
573900.0,6.642361111111111,3.1354274382355207,179.64675918041092,1.5763229333824524e-07,4.9370877055436265e-08,1.5361306090609135e-08,6.6873443063260584e-09,4.203881750565689e-09,2.633909423338157e-09,-8767116.187760135,421490738.428768,460092293.9577381,-488009746.40412253,963711525.2730159,-465925152.3920156
574200.0,6.645833333333333,3.1354166290808614,179.64613986146887,1.5771478624932457e-07,4.939671998430673e-08,1.536933671272781e-08,6.687336651137218e-09,4.203869183319383e-09,2.633910308563451e-09,-13967029.470966281,421350935.3640936,463086030.78382254,-485172866.9190209,965127495.7749246,-462984335.7354714
574500.0,6.649305555555555,3.135405910811821,179.64552574988915,1.5779727891835714e-07,4.942256270702213e-08,1.5377367340561267e-08,6.687328543794814e-09,4.203856504499763e-09,2.6339111958180966e-09,-19164817.937356226,421147012.84236944,466062269.4992663,-482317654.0150257,966534492.0331041,-460039217.2348071
574800.0,6.652777777777778,3.135395282680589,179.64491680282546,1.5787977133133464e-07,4.9448405221842926e-08,1.5385397974111347e-08,6.6873199850693064e-09,4.203843714193761e-09,2.6339120850386903e-09,-24359690.61817792,420879002.1166358,469020897.85670054,-479444215.7778498,967932500.987536,-457089824.2707816
575100.0,6.65625,3.1353847439414784,179.64431297755303,1.5796226347427532e-07,4.9474247527032204e-08,1.5393428613379685e-08,6.687310975802008e-09,4.203830812487115e-09,2.633912976161258e-09,-29550856.99458683,420546944.2054338,471961804.27805454,-476552660.9809285,969321509.6617095,-454136184.2634575
575400.0,6.659722222222222,3.135374293851198,179.64371423148444,1.580447553332262e-07,4.950008962085569e-08,1.5401459258367688e-08,6.687301516904984e-09,4.203817799464346e-09,2.6339138691212386e-09,-34737527.11842149,420150889.8864073,474884877.8587691,-473643099.08126026,970701505.1627364,-451178324.6719454
575700.0,6.663194444444445,3.13536393166914,179.64312052218597,1.5812724689426527e-07,4.952593150158176e-08,1.540948990907655e-08,6.687291609360986e-09,4.203804675208736e-09,2.633914763853478e-09,-39918911.732888326,419690899.68840575,477790008.3719844,-470715640.21522295,972072474.6814661,-448216272.9941483
576000.0,6.666666666666667,3.1353536566576503,179.64253180739314,1.582097381435036e-07,4.955177316748146e-08,1.5417520565507236e-08,6.687281254223344e-09,4.203791439802325e-09,2.63391566029221e-09,-45094222.39313696,419167043.8820886,480677086.2727008,-467770395.1943637,973434405.4926006,-445250056.76650625
576300.0,6.670138888888889,3.135343468082306,179.64194804502668,1.582922290670875e-07,4.957761461682851e-08,1.54255512276605e-08,6.687270452615853e-09,4.203778093325889e-09,2.633916558371047e-09,-50262671.58670737,418579402.4690346,483546002.7019137,-464807475.50116336,974787284.9548078,-442279703.56373984
576600.0,6.673611111111111,3.1353333652121984,179.64136919320853,1.5837471965120084e-07,4.9603455847899303e-08,1.5433581895536873e-08,6.687259205732659e-09,4.203764635858932e-09,2.6339174580229715e-09,-55423472.853830144,417928065.1693567,486396649.4907219,-461826993.28477544,976131100.5108346,-439305240.9985938
576900.0,6.677083333333333,3.1353233473202,179.6407952102774,1.58457209882067e-07,4.962929685897295e-08,1.544161256913666e-08,6.687247514838119e-09,4.203751067479691e-09,2.6339183591803195e-09,-60575840.90756121,417213131.40782416,489228919.1644086,-458829061.3567401,977465839.6876189,-436326696.72158056
577200.0,6.680555555555555,3.1353134136832495,179.6402260548049,1.5853969974595117e-07,4.9655137648331264e-08,1.5449643248459944e-08,6.6872353812666615e-09,4.203737388265118e-09,2.633919261774772e-09,-65718991.753732376,416434710.29849505,492042704.9464963,-455813793.18667316,978791490.0964013,-433344098.4207231
577500.0,6.684027777777778,3.135303563582621,179.63966168561115,1.586221892291625e-07,4.968097821425878e-08,1.545767393350659e-08,6.687222806422626e-09,4.20372359829089e-09,2.6339201657373452e-09,-70852142.81069903,415592920.62786096,494837900.76277345,-452781302.8979298,980108039.4328357,-430357473.8212977
577800.0,6.6875,3.1352937963042056,179.6391020617806,1.5870467831805615e-07,4.9706818555042755e-08,1.5465704624276242e-08,6.6872097917801016e-09,4.2037096976314106e-09,2.633921070998377e-09,-75974513.02886665,414687890.8365073,497614401.2452954,-449731705.263244,981415475.477099,-427366850.6855763
578100.0,6.690972222222222,3.135284111138775,179.63854714267754,1.5878716699903552e-07,4.9732658668973224e-08,1.5473735320768308e-08,6.68719633888274e-09,4.203695686359819e-09,2.6339219774875204e-09,-81085323.00997722,413719758.9992913,500372101.7363566,-446665115.7003432,982713786.0940002,-424372256.8125688
578400.0,6.694444444444445,3.135274507382265,179.63799688796206,1.5886965525855438e-07,4.975849855434296e-08,1.5481766022981983e-08,6.687182449343569e-09,4.203681564547992e-09,2.633922885133733e-09,-86183795.12613739,412688672.80404127,503110898.292436,-443581650.2675387,984002959.2330898,-421373720.03776467
578700.0,6.697916666666667,3.135264984336045,179.63745125760553,1.5895214308311897e-07,4.978433820944752e-08,1.548979673091623e-08,6.687168124844798e-09,4.203667332266572e-09,2.6339237938652666e-09,-91269153.63856979,411594789.5287809,505830687.6881144,-440481425.65929216,985282982.9287661,-418371268.23287493
579000.0,6.701388888888889,3.1352555413071848,179.636910211906,1.5903463045929014e-07,4.981017763258524e-08,1.549782744456979e-08,6.6871533671375915e-09,4.203652989584975e-09,2.633924703609661e-09,-96340624.8160691,410438276.0174818,508531367.41996443,-437364559.2017571,986553845.3003834,-415364929.30557305
579300.0,6.704861111111111,3.1352461776087335,179.63637371150412,1.5911711737368548e-07,4.983601682205728e-08,1.5505858163941173e-08,6.687138178041861e-09,4.203638536571418e-09,2.633925614293733e-09,-101397437.05314451,409219308.65434843,511212835.7104118,-434231168.8482978,987815534.5523573,-412354731.19923615
579600.0,6.708333333333333,3.1352368925599805,179.63584171739802,1.5919960381298136e-07,4.9861855776167613e-08,1.5513888889028662e-08,6.687122559446021e-09,4.2036239732929395e-09,2.6339265258435745e-09,-106438820.98783037,407938073.33663887,513874991.51156926,-431081373.1749839,989068038.9742705,-409340701.892686
579900.0,6.711805555555555,3.135227685486731,179.63531419095915,1.5928208976391515e-07,4.9887694493223035e-08,1.552191961983031e-08,6.687106513306741e-09,4.2036092998154365e-09,2.633927438184538e-09,-111464009.61914662,406594765.44602716,516517734.50904167,-427915291.3760615,990311346.9409778,-406322869.3999291
580200.0,6.715277777777778,3.13521855572157,179.63479109394748,1.5936457521328723e-07,4.99135329715332e-08,1.5529950356343943e-08,6.687090041648695e-09,4.203594516203697e-09,2.6339283512412384e-09,-116472238.42419094,405189589.8185101,519140965.1257026,-424733043.25940096,991545446.9127096,-403301261.7698974
580500.0,6.71875,3.1352095026041233,179.63427238852634,1.594470601479631e-07,4.9939371209410636e-08,1.553798109856715e-08,6.687073146564288e-09,4.20357962252144e-09,2.633929264937541e-09,-121462745.4748445,403722760.71286523,521744584.52544296,-421534749.2419215,992770327.4351755,-400275907.0861876
580800.0,6.722222222222222,3.1352005254813333,179.6337580372783,1.5952954455487542e-07,4.996520920517075e-08,1.5546011846497294e-08,6.687055830213387e-09,4.203564618831356e-09,2.633930179196563e-09,-126434771.5540731,402194501.7776623,524328494.61689025,-418320530.34499335,993985977.1396666,-397246833.46680176
581100.0,6.725694444444445,3.13519162370771,179.63324800321953,1.5961202842102615e-07,4.999104695713187e-08,1.55540426001315e-08,6.687038094823018e-09,4.20354950519516e-09,2.6339310939406635e-09,-131387560.27180597,400605046.016837,526892598.0570993,-415090508.18981636,995192384.7431571,-394214069.0638859
